device,cfg,layer_type,prec,img,bs,keep_ratio,L_patch,L_eff,avg_power_w,energy_mj,ms_event,status,depth,embed_dim,num_heads,mlp_ratio,complexity_ratio,head_dim,tp_world_size,runs,warmup
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,192,64,1.000000,144,145,128.508000,490.930991,3.820237,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,192,64,1.000000,144,145,129.328000,550.691450,4.258099,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,208,1,1.000000,169,170,128.039500,37.065080,0.289482,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,208,1,1.000000,169,170,122.911000,90.242632,0.734211,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,208,1,1.000000,169,170,120.276000,58.773204,0.488653,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,208,8,1.000000,169,170,120.354500,60.524257,0.502883,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,208,8,1.000000,169,170,121.187000,134.085173,1.106432,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,208,8,1.000000,169,170,121.938500,117.621683,0.964598,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,208,16,1.000000,169,170,122.097500,69.427568,0.568624,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,208,16,1.000000,169,170,123.119000,193.736907,1.573574,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,208,16,1.000000,169,170,123.591500,191.607562,1.550330,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,208,24,1.000000,169,170,123.590000,90.373753,0.731238,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,208,24,1.000000,169,170,124.648500,230.645594,1.850368,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,208,24,1.000000,169,170,127.465000,251.167642,1.970483,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,208,32,1.000000,169,170,126.742000,125.539877,0.990515,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,208,32,1.000000,169,170,125.631000,315.375626,2.510333,ok,32,1280,16,4.000000,1.000000,80,4,10,5
RTX3090,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,208,32,1.000000,169,170,128.092500,349.349442,2.727322,ok,32,1280,16,4.000000,1.000000,80,4,10,5
