device,cfg,layer_type,prec,img,bs,keep_ratio,L_patch,L_eff,ms,peak_mem_mb,status,depth,embed_dim,num_heads,mlp_ratio,complexity_ratio,head_dim,tp_world_size
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,224,64,1.000000,196,197,6.778598,392.717,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,1,0.750000,100,76,0.160336,14.149,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,1,0.750000,100,76,0.146985,51.522,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,1,0.750000,100,76,0.139713,116.049,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,8,0.750000,100,76,0.285506,94.005,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,8,0.750000,100,76,0.258684,111.809,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,8,0.750000,100,76,0.393748,127.686,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,16,0.750000,100,76,0.315189,97.052,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,16,0.750000,100,76,0.427723,120.246,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,16,0.750000,100,76,0.770807,140.905,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,24,0.750000,100,76,0.463247,100.177,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,24,0.750000,100,76,0.588059,129.793,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,24,0.750000,100,76,1.014709,154.389,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,32,0.750000,100,76,0.633359,103.302,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,32,0.750000,100,76,0.770092,138.371,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,mlp,fp16,160,32,0.750000,100,76,1.453757,167.874,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,patch_embed,fp16,160,48,0.750000,100,76,0.897288,109.833,ok,32,1280,16,4.0,1.0,80,4
RTX2080Ti,vith_gridH_d32_e1280_h16_r4_0,attn,fp16,160,48,0.750000,100,76,1.172185,155.871,ok,32,1280,16,4.0,1.0,80,4
